animal_type,symptoms,disease_name,disease_category,recommended_medicines,Primary Intervention (First Aid),Secondary Intervention (Medical Therapy)
dog,"fever, swollen lymph nodes, skin pustules, epistaxis, positive Brucella test, intact dog",Brucellosis,Bacterial (Zoonotic),"Doxycycline 10mg/kg BID + Enrofloxacin 5mg/kg SID x 4 weeks, Castration/spay, Zoonotic risk - protective equipment",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Fluoroquinolone antibiotic therapy (e.g., Enrofloxacin); Tetracycline antibiotic therapy (e.g., Doxycycline). Final selection based on clinical assessment."
dog,"sudden head tilt in old dog, spontaneous nystagmus, falls to affected side, normal hearing",Idiopathic Vestibular Syndrome,Neurological,"Meclizine 25mg SID, Maropitant 1mg/kg, Supportive care, Resolves in 1-3 weeks, Rule out otitis interna",Prevent the animal from injuring itself; keep the environment quiet and dim; do not restrain forcefully during a seizure.,"Antiemetic therapy (e.g., Maropitant, Ondansetron). Final selection based on clinical assessment."
dog,"slowly progressive forebrain signs, circling, behavior change, seizures, brain mass on MRI",Brain Tumor (Meningioma),Neoplastic/Neurological,"Prednisolone 1-2mg/kg, Omeprazole, Phenobarbital for seizures, Radiation therapy, Surgical excision if accessible",,
dog,"weakness, hypercalcemia, weight loss, PU/PD, calcified soft tissues, anal sac adenocarcinoma",Humoral Hypercalcemia of Malignancy,Neoplastic/Endocrine,"IV saline diuresis, Furosemide, Bisphosphonates (Pamidronate), Prednisolone, Treat primary tumor","Keep the animal calm and comfortable; minimise physical exertion; monitor for pain signs (whimpering, reluctance to move).","Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); Corticosteroid therapy (e.g., Prednisolone); Diuretic therapy (e.g., Furosemide). Final selection based on clinical assessment."
dog,"Addisonian crisis: collapse, severe bradycardia, hyponatremia, hyperkalemia, weak pulse, dog on chronic steroids",Hypoadrenocorticism (Addison's Crisis),Endocrine/Emergency,"Dexamethasone 0.1mg/kg IV, Normal saline rapid infusion, DOCP (Percorten-V) 2.2mg/kg IM monthly, Prednisolone daily",,
cat,"FeLV+ cat with fibrosarcoma at injection site, rapidly growing mass, local invasion",FeLV-Associated Sarcoma,Viral/Neoplastic,"Wide surgical excision, Doxorubicin-based chemotherapy, Radiation, Prognosis guarded, Palliative NSAIDs",Isolate the animal; keep warm and calm; offer small amounts of water to prevent dehydration; do not force-feed.,"NSAID analgesic therapy (e.g., Meloxicam, Carprofen); Surgical intervention (based on clinical assessment); Chemotherapy protocol (based on oncology assessment); Radiation therapy (based on oncology assessment). Final selection based on clinical assessment."
cat,"FIV cat with cryptococcal meningitis, head bobbing, blindness, nasal granuloma",FIV with Cryptococcosis,Viral/Fungal,"Fluconazole 50mg/cat SID long-term, Amphotericin B if severe, Flucytosine adjunct, Supportive care",Isolate the animal; keep warm and calm; offer small amounts of water to prevent dehydration; do not force-feed.,"Antifungal therapy (e.g., Fluconazole). Final selection based on clinical assessment."
cat,"recurrent herpesvirus flare-ups during stress, corneal ulcers, sneezing, tearful eyes",Feline Herpesvirus (Recurrent),Viral,"Famciclovir 40mg/kg BID during flares, L-Lysine 500mg BID ongoing, Stress reduction, Feliway, Topical cidofovir",,
cat,"cerebellar hypoplasia kitten, wobbly uncoordinated gait from birth, head tremors when focusing, otherwise healthy",Cerebellar Hypoplasia (FPV),Neurological/Viral (congenital),"No cure - supportive, Physiotherapy, Enriched environment, Manage as quality of life - non-progressive condition",,
cat,"well-controlled diabetic cat going into remission, insulin dose dropping, can stop insulin",Diabetic Remission,Endocrine,"Taper and discontinue insulin under glucose monitoring, Maintain low-carb diet, Monitor for relapse, Quarterly recheck",Monitor for signs of weakness or collapse; ensure food intake is consistent; keep a diary of symptoms for the vet.,Insulin therapy (based on blood glucose monitoring). Final selection based on clinical assessment.
cat,"diabetic neuropathy cat with plantigrade stance, peripheral nerve damage from chronic hyperglycemia",Diabetic Peripheral Neuropathy,Endocrine/Neurological,"Optimize glycemic control (Glargine), Methylcobalamin (B12) 250mcg SID, Gabapentin 5mg/kg BID, Physiotherapy",Monitor for signs of weakness or collapse; ensure food intake is consistent; keep a diary of symptoms for the vet.,"Neuropathic pain therapy (e.g., Gabapentin); Vitamin B supplementation. Final selection based on clinical assessment."
cat,"CKD cat with secondary hyperparathyroidism, jaw softening (rubber jaw), pathological fractures",Renal Secondary Hyperparathyroidism,Renal/Metabolic,"Calcitriol 2.5ng/kg SID, Phosphate restriction diet, Calcium carbonate binder, Parathyroid hormone monitoring",Keep the animal warm and still; offer small amounts of water; monitor breathing rate and gum colour.,Electrolyte correction therapy (based on blood panel). Final selection based on clinical assessment.
cat,"CKD cat with hypokalemia, muscle weakness, cervical ventroflexion, low potassium on blood test",CKD-Associated Hypokalemia,Renal/Metabolic,"Potassium gluconate oral (Tumil-K) 2-6mEq/day, Potassium chloride in IV fluids, Renal diet with potassium",Keep the animal warm and still; offer small amounts of water; monitor breathing rate and gum colour.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); Electrolyte correction therapy (based on blood panel). Final selection based on clinical assessment."
cat,"cat post-urethral obstruction developing azotemia, post-obstructive diuresis, electrolyte imbalance",Post-Obstructive Diuresis,Urological/Renal,"IV fluid replacement matching output, Potassium supplementation, Electrolyte monitoring Q4-6hr, Urethral diet",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); Electrolyte correction therapy (based on blood panel). Final selection based on clinical assessment."
cat,"perineal urethrostomy site stricture, cat reobstructing after PU surgery, small urethral opening",PU Site Stricture,Urological/Surgical,"Surgical revision of PU site, Buprenorphine for pain, Prazosin 0.25mg BID, Urinary diet, Dilation if early",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Opioid analgesic therapy (e.g., Buprenorphine); Surgical intervention (based on clinical assessment). Final selection based on clinical assessment."
cat,"HCM cat with left atrial enlargement, high risk of thromboembolism, prescribed anticoagulants",HCM with LAE (High Clot Risk),Cardiac,"Clopidogrel 18.75mg SID, Rivaroxaban 1.25mg/cat SID, Atenolol 6.25mg BID, Furosemide PRN, Echocardiogram every 6 months",,
cat,"cat recovering from saddle thrombus, regaining function in one leg, pain management, nursing care",Aortic Thromboembolism Recovery,Cardiovascular,"Clopidogrel 18.75mg SID ongoing, Buprenorphine pain management, Physiotherapy, Furosemide, Atenolol, Rivaroxaban",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Diuretic therapy (e.g., Furosemide); Cardiovascular therapy (e.g., Pimobendan, Enalapril); Opioid analgesic therapy (e.g., Buprenorphine). Final selection based on clinical assessment."
cat,"FIP cat on GS-441524 treatment, improving after 4 weeks but relapsing after stopping at 84 days",FIP Relapse,Viral (Coronavirus),"Restart GS-441524 at higher dose, Extend treatment to 12+ weeks, Add Prednisolone, Consider lifelong low-dose maintenance",Isolate the animal; keep warm and calm; offer small amounts of water to prevent dehydration; do not force-feed.,"Corticosteroid therapy (e.g., Prednisolone). Final selection based on clinical assessment."
cat,hyperthyroid cat post-methimazole now showing CKD (CKD unmasked by treating hyperthyroidism),CKD Unmasked After Hyperthyroid Treatment,Endocrine/Renal,"Lower methimazole dose to maintain slightly elevated T4, Benazepril for CKD, Sub-Q fluids, Renal diet, Monitor creatinine",Monitor for signs of weakness or collapse; ensure food intake is consistent; keep a diary of symptoms for the vet.,"Cardiovascular therapy (e.g., Pimobendan, Enalapril); Thyroid hormone therapy (e.g., Methimazole). Final selection based on clinical assessment."
cat,"asthmatic cat poorly controlled, needing daily oral prednisolone causing steroid side effects",Steroid-Dependent Feline Asthma,Respiratory,"Switch to inhaled Fluticasone via AeroKat (avoids systemic effects), Cyclosporine steroid-sparing, Weight management",Keep the animal in fresh air; minimise excitement; keep upright if breathing is laboured; do not muzzle.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cat,"acute asthma attack, open-mouth breathing, blue gums, extreme distress, life-threatening episode",Status Asthmaticus,Respiratory/Emergency,"Albuterol MDI via AeroKat immediately, Oxygen, Terbutaline 0.01mg/kg SC, Dexamethasone 0.2mg/kg IV, Bronchodilators",Keep the animal in fresh air; minimise excitement; keep upright if breathing is laboured; do not muzzle.,"Corticosteroid therapy (e.g., Prednisolone); Bronchodilator/Nebulization therapy; Supplemental oxygen therapy. Final selection based on clinical assessment."
cat,"triaditis (IBD+pancreatitis+cholangitis simultaneously), vomiting, jaundice, weight loss, elevated lipase",Feline Triaditis,GI/Hepatic,"Prednisolone 2mg/kg SID, Ursodiol 15mg/kg SID, SAMe, Cobalamin injection, Mirtazapine, Metronidazole 25mg/kg BID",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Antimicrobial therapy (e.g., Metronidazole); Corticosteroid therapy (e.g., Prednisolone); Vitamin B supplementation. Final selection based on clinical assessment."
cat,"megacolon in middle-aged male cat, complete obstipation, abdominal distension, unable to defecate",Feline Megacolon/Obstipation,Gastrointestinal,"Manual deobstipation under anesthesia, Lactulose 0.5ml/kg BID, Cisapride 2.5mg/cat TID, Subtotal colectomy surgery",Withhold food for 12 hours; ensure access to fresh water; avoid high-fat or spicy food during recovery.,"Surgical intervention (based on clinical assessment); Laxative/Enema therapy (e.g., Lactulose). Final selection based on clinical assessment."
cat,"chronic small bowel diarrhea, weight loss, low cobalamin, positive B12 response, no inflammation on biopsy",Small Intestinal Dysbiosis,GI/Microbiome,"Tylosin 10mg/kg BID x 6 weeks, Metronidazole, Cobalamin 250mcg SC weekly x 6, Probiotic, High-digestibility diet",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Antimicrobial therapy (e.g., Metronidazole); Vitamin B supplementation. Final selection based on clinical assessment."
cat,"sudden collapse after essential oil diffuser used (tea tree, eucalyptus), muscle tremors, hypothermia",Essential Oil Toxicosis,Toxicological/Neurological,"Remove from exposure, Bathing if dermal, IV fluids, Diazepam for tremors, Liver enzyme monitoring, Supportive care",Remove the animal from the source; do NOT induce vomiting unless advised by a vet; keep calm and transport to a clinic immediately.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); Anticonvulsant therapy (e.g., Phenobarbital); Anxiolytic/Sedative therapy (e.g., Trazodone). Final selection based on clinical assessment."
cat,"acute hepatic failure after accidental paracetamol/acetaminophen exposure, jaundice, brown gums, dyspnea",Acetaminophen Hepatotoxicity,Toxicological/Hepatic,"N-acetylcysteine 280mg/kg IV loading then 140mg/kg QID, Ascorbic acid IV, SAMe, Methylene blue for methemoglobinemia, Oxygen",Remove the animal from the source; do NOT induce vomiting unless advised by a vet; keep calm and transport to a clinic immediately.,Vitamin C supplementation; Supplemental oxygen therapy. Final selection based on clinical assessment.
cat,"intraocular melanoma, iris color change, hyphaema, secondary glaucoma, unilateral",Feline Intraocular Melanoma,Neoplastic/Ophthalmological,"Enucleation (eye removal), Histopathology to confirm, Systemic staging, Palliative anti-glaucoma drops short-term","Keep the animal calm and comfortable; minimise physical exertion; monitor for pain signs (whimpering, reluctance to move).","Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cat,"spleen mass found incidentally, splenic lymphoma vs mast cell tumor, aspirate obtained",Splenic Tumor (Cat),Neoplastic,"Splenectomy for diagnosis and treatment, Prednisolone for MCT, CHOP for lymphoma, Chlorambucil+Pred for low-grade",,
cat,"fever, lymphadenopathy, eye discharge, cat recently bitten by another cat, abscess on neck",Cat Bite Abscess / CSD (Bartonella),Bacterial,"Lancing and flushing abscess, Amoxicillin-Clavulanate 12.5mg/kg BID, Azithromycin 5mg/kg SID, Warm compresses, Elizabethan collar",,
cat,"fever, neurological signs, respiratory distress in cat from cattery, Streptococcus canis infection",Streptococcal Infection (Cat),Bacterial,"Amoxicillin 20mg/kg TID, Penicillin G IV if severe, Supportive care, Isolate affected cats",,
